ISOAlpha3,Country,Indicator,Age,Sex,Year,Domain,Indicator Code,Lower value,Upper value,Value
LCA,Saint Lucia,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2011,Level of consumption,SA_0000001688,12.42,17.5,14.77
VCT,Saint Vincent and the Grenadines,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2011,Level of consumption,SA_0000001688,8.59,12.16,10.42
SUR,Suriname,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2011,Level of consumption,SA_0000001688,8.76,12.46,10.53
TTO,Trinidad and Tobago,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2011,Level of consumption,SA_0000001688,8.16,11.29,9.67
ATG,Antigua and Barbuda,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2012,Level of consumption,SA_0000001688,8.62,13.34,10.64
BHS,Bahamas,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2012,Level of consumption,SA_0000001688,4.41,10.4,7.23
BRB,Barbados,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2012,Level of consumption,SA_0000001688,12.3,17.1,14.43
DMA,Dominica,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2012,Level of consumption,SA_0000001688,12.62,18.72,15.71
GRD,Grenada,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2012,Level of consumption,SA_0000001688,9.94,14.76,12.4
GUY,Guyana,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2012,Level of consumption,SA_0000001688,8.2,11.4,9.56
JAM,Jamaica,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2012,Level of consumption,SA_0000001688,4.71,7.94,6.26
KNA,Saint Kitts and Nevis,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2012,Level of consumption,SA_0000001688,7.31,12.18,9.63
LCA,Saint Lucia,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2012,Level of consumption,SA_0000001688,12.04,17.29,14.42
VCT,Saint Vincent and the Grenadines,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2012,Level of consumption,SA_0000001688,8.45,12.07,10.31
SUR,Suriname,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2012,Level of consumption,SA_0000001688,9.12,12.77,10.92
TTO,Trinidad and Tobago,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2012,Level of consumption,SA_0000001688,8.4,11.55,9.9
ATG,Antigua and Barbuda,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2013,Level of consumption,SA_0000001688,9.58,14.93,11.84
BHS,Bahamas,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2013,Level of consumption,SA_0000001688,4.57,10.53,7.34
BRB,Barbados,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2013,Level of consumption,SA_0000001688,12.86,17.74,14.98
DMA,Dominica,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2013,Level of consumption,SA_0000001688,11.78,17.49,14.67
GRD,Grenada,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2013,Level of consumption,SA_0000001688,10.36,14.97,12.67
GUY,Guyana,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2013,Level of consumption,SA_0000001688,8.19,11.41,9.65
JAM,Jamaica,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2013,Level of consumption,SA_0000001688,4.84,7.92,6.31
KNA,Saint Kitts and Nevis,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2013,Level of consumption,SA_0000001688,7.14,12.19,9.63
LCA,Saint Lucia,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2013,Level of consumption,SA_0000001688,11.94,17.37,14.4
VCT,Saint Vincent and the Grenadines,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2013,Level of consumption,SA_0000001688,8.61,12.13,10.34
SUR,Suriname,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2013,Level of consumption,SA_0000001688,8.87,12.6,10.75
TTO,Trinidad and Tobago,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2013,Level of consumption,SA_0000001688,8.58,12.01,10.15
ATG,Antigua and Barbuda,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2014,Level of consumption,SA_0000001688,9.91,15.52,12.37
BHS,Bahamas,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2014,Level of consumption,SA_0000001688,4.37,10.6,7.43
BRB,Barbados,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2014,Level of consumption,SA_0000001688,13.36,18.98,15.65
DMA,Dominica,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2014,Level of consumption,SA_0000001688,10.94,16.45,13.71
GRD,Grenada,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2014,Level of consumption,SA_0000001688,10.78,15.58,13.08
GUY,Guyana,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2014,Level of consumption,SA_0000001688,8.16,11.23,9.49
JAM,Jamaica,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2014,Level of consumption,SA_0000001688,5,7.89,6.37
KNA,Saint Kitts and Nevis,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2014,Level of consumption,SA_0000001688,7.22,12.2,9.61
LCA,Saint Lucia,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2014,Level of consumption,SA_0000001688,11.99,17.51,14.57
VCT,Saint Vincent and the Grenadines,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2014,Level of consumption,SA_0000001688,8.78,12.39,10.64
SUR,Suriname,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2014,Level of consumption,SA_0000001688,8.33,11.97,10.12
TTO,Trinidad and Tobago,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2014,Level of consumption,SA_0000001688,8.75,12.27,10.41
ATG,Antigua and Barbuda,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2015,Level of consumption,SA_0000001688,10.17,15.91,12.63
BHS,Bahamas,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2015,Level of consumption,SA_0000001688,4.59,10.89,7.52
BRB,Barbados,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2015,Level of consumption,SA_0000001688,13.96,19.77,16.47
DMA,Dominica,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2015,Level of consumption,SA_0000001688,9.97,15.06,12.46
GRD,Grenada,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2015,Level of consumption,SA_0000001688,11.19,16.11,13.47
GUY,Guyana,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2015,Level of consumption,SA_0000001688,7.95,10.85,9.27
JAM,Jamaica,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2015,Level of consumption,SA_0000001688,4.97,7.88,6.39
KNA,Saint Kitts and Nevis,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2015,Level of consumption,SA_0000001688,7.34,12.28,9.68
LCA,Saint Lucia,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2015,Level of consumption,SA_0000001688,12.47,17.89,15.08
VCT,Saint Vincent and the Grenadines,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2015,Level of consumption,SA_0000001688,9.07,12.83,11.05
SUR,Suriname,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2015,Level of consumption,SA_0000001688,8.23,11.86,10.04
TTO,Trinidad and Tobago,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2015,Level of consumption,SA_0000001688,8.62,12.46,10.47
ATG,Antigua and Barbuda,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2016,Level of consumption,SA_0000001688,10.56,16.54,13.18
BHS,Bahamas,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2016,Level of consumption,SA_0000001688,4.55,10.84,7.59
BRB,Barbados,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2016,Level of consumption,SA_0000001688,14.39,20.11,16.97
DMA,Dominica,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2016,Level of consumption,SA_0000001688,9.81,14.92,12.42
GRD,Grenada,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2016,Level of consumption,SA_0000001688,11.4,16.24,13.8
GUY,Guyana,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2016,Level of consumption,SA_0000001688,7.61,10.42,8.89
JAM,Jamaica,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2016,Level of consumption,SA_0000001688,5.19,8.1,6.51
KNA,Saint Kitts and Nevis,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2016,Level of consumption,SA_0000001688,7.09,12.26,9.76
LCA,Saint Lucia,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2016,Level of consumption,SA_0000001688,12.74,18.45,15.47
VCT,Saint Vincent and the Grenadines,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2016,Level of consumption,SA_0000001688,9.4,13.22,11.39
SUR,Suriname,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2016,Level of consumption,SA_0000001688,8.48,12.11,10.35
TTO,Trinidad and Tobago,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2016,Level of consumption,SA_0000001688,8.72,12.23,10.35
ATG,Antigua and Barbuda,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2017,Level of consumption,SA_0000001688,11.43,17.55,14.15
BHS,Bahamas,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2017,Level of consumption,SA_0000001688,4.68,10.84,7.61
BRB,Barbados,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2017,Level of consumption,SA_0000001688,14.47,20.49,17.12
DMA,Dominica,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2017,Level of consumption,SA_0000001688,9.33,14.34,11.93
GRD,Grenada,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2017,Level of consumption,SA_0000001688,11.61,16.42,14.07
GUY,Guyana,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2017,Level of consumption,SA_0000001688,7.46,10.14,8.7
JAM,Jamaica,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2017,Level of consumption,SA_0000001688,5.26,8.21,6.64
KNA,Saint Kitts and Nevis,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2017,Level of consumption,SA_0000001688,7.52,12.57,9.9
LCA,Saint Lucia,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2017,Level of consumption,SA_0000001688,13.11,18.34,15.51
VCT,Saint Vincent and the Grenadines,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2017,Level of consumption,SA_0000001688,9.43,13.36,11.44
SUR,Suriname,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2017,Level of consumption,SA_0000001688,9.12,13.04,11.14
TTO,Trinidad and Tobago,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2017,Level of consumption,SA_0000001688,8.55,12.1,10.18
ATG,Antigua and Barbuda,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2018,Level of consumption,SA_0000001688,12.05,18.6,15.09
BHS,Bahamas,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2018,Level of consumption,SA_0000001688,4.78,10.79,7.66
BRB,Barbados,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2018,Level of consumption,SA_0000001688,14.09,20.16,16.95
DMA,Dominica,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2018,Level of consumption,SA_0000001688,9.05,13.68,11.53
GRD,Grenada,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2018,Level of consumption,SA_0000001688,11.56,16.75,14.25
GUY,Guyana,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2018,Level of consumption,SA_0000001688,7.27,9.94,8.57
JAM,Jamaica,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2018,Level of consumption,SA_0000001688,5.36,8.27,6.71
KNA,Saint Kitts and Nevis,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2018,Level of consumption,SA_0000001688,7.67,12.65,10.01
LCA,Saint Lucia,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2018,Level of consumption,SA_0000001688,12.74,18.35,15.45
VCT,Saint Vincent and the Grenadines,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2018,Level of consumption,SA_0000001688,9.38,13.21,11.29
SUR,Suriname,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2018,Level of consumption,SA_0000001688,9.59,13.81,11.74
TTO,Trinidad and Tobago,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2018,Level of consumption,SA_0000001688,8.68,12.17,10.24
ARG,Argentina,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2000,Level of consumption,SA_0000001688,11.53,16.37,13.73
BRA,Brazil,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2000,Level of consumption,SA_0000001688,11.83,16.79,14.16
CHL,Chile,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2000,Level of consumption,SA_0000001688,10.16,14.24,12.02
PRY,Paraguay,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2000,Level of consumption,SA_0000001688,8.05,11.55,9.82
URY,Uruguay,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2000,Level of consumption,SA_0000001688,11.14,15.98,13.37
ARG,Argentina,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2001,Level of consumption,SA_0000001688,11.53,16.37,13.73
BRA,Brazil,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2001,Level of consumption,SA_0000001688,11.83,16.79,14.16
CHL,Chile,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2001,Level of consumption,SA_0000001688,10.16,14.24,12.02
PRY,Paraguay,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2001,Level of consumption,SA_0000001688,8.05,11.55,9.82
URY,Uruguay,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2001,Level of consumption,SA_0000001688,11.14,15.98,13.37
ARG,Argentina,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Male,2002,Level of consumption,SA_0000001688,11.65,16.28,13.71
